,0,1,2,3,4
0,0.21881691462480468,0.667910415093315,0.7617647489057408,0.4196737989807282,0.11475961617069552
1,0.29684572269812626,0.6234135442123441,0.4143135973450286,0.5444577860219105,0.5137996745385972
2,0.276698357566324,0.2522996318865399,0.23895197755167874,0.07305982900864905,0.2573505131376933
3,0.42773040449871047,0.8905440335614014,0.3510449581106434,0.262375793819806,0.34364904542431085
4,0.06464273159686651,0.718291443383372,0.19696558066912717,0.3871284909402646,0.07312787361323947
5,0.04758072699072857,0.07595913234777141,0.06896142507966851,0.6511625199261247,0.9346578502638445
6,0.4631837898758442,0.5578127954835719,0.7560833544305098,0.5675303301231558,0.9898131339084361
7,0.04120880300498142,0.04426674994470425,0.5056094382931012,0.08034320522779048,0.20029904076091043
8,0.9503695393291748,0.41406422983874935,0.2522015084316961,0.43193393904283217,0.7920204383828406
9,0.13037332524441148,0.15019247696218263,0.5833711941824199,0.27249311388777875,0.5881996919104512
10,0.9907299765733132,0.5644597505180804,0.7690570937337855,0.5718883840805762,0.22224342785995077
11,0.6741630141031724,0.8921536376916452,0.5417732876007688,0.3919313472560385,0.7098307447096669
12,0.7900026670703505,0.6631830258866606,0.4106055629247034,0.05919898929691392,0.15667345300932045
13,0.2971836767922704,0.21267641194157838,0.2658926722276246,0.8596178338869356,0.6353445233817124
14,0.17198897173114058,0.31631572692922916,0.7031121942587509,0.5332402804988414,0.4564358609046173
15,0.5085239084263103,0.6720881138313806,0.35899954765350073,0.8411700129602745,0.00687924356506886
16,0.47626018349969235,0.9983823400638796,0.5113782920453676,0.7544302042435979,0.10641049449225859
17,0.22794575644133863,0.1206351190318754,0.8932609197562483,0.6328771697123685,0.836408522003636
18,0.41231433284007457,0.20194254176601367,0.5792055274999575,0.13201272602759928,0.39958878608033344
19,0.5859701599184789,0.9804663136442409,0.9734492815901297,0.25683648939802006,0.0840427476594261
20,0.4762937945160284,0.9988211010113354,0.28614536956623093,0.04874960976963916,0.24122093742558182
21,0.9946465696113405,0.5757812735077795,0.03500300519335464,0.711195471644017,0.38686560842336004
22,0.1131175692005052,0.6431294122894697,0.9595378662909154,0.536225006614493,0.7106237282791388
